company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,sched_dep_dt,actual_dep_dt,delay_min,turn_gap_min,difficulty_score,difficulty_classification,daily_rank
UA,1097,2025-08-10,ORD,DCA,2025-08-10T11:15:00Z,2025-08-10T14:13:00Z,2025-08-10T11:55:00Z,2025-08-10T15:01:00Z,126,B737-700,Mainline,985,59,43,2025-08-10 11:15:00+00:00,2025-08-10 11:55:00+00:00,40.0,942,19.23691529863477,Easy,538
UA,1069,2025-08-08,ORD,DCA,2025-08-08T19:40:00Z,2025-08-08T22:42:00Z,2025-08-08T19:52:00Z,2025-08-08T22:48:00Z,126,A319-100,Mainline,65,56,43,2025-08-08 19:40:00+00:00,2025-08-08 19:52:00+00:00,12.0,22,46.687772273353,Easy,397
YX,3520,2025-08-15,ORD,CVG,2025-08-15T21:10:00Z,2025-08-15T23:40:00Z,2025-08-15T21:04:00Z,2025-08-15T23:20:00Z,76,ERJ-175,Express,45,43,34,2025-08-15 21:10:00+00:00,2025-08-15 21:04:00+00:00,-6.0,11,49.33317497274048,Easy,304
OO,5712,2025-08-03,ORD,GSP,2025-08-03T13:55:00Z,2025-08-03T16:54:00Z,2025-08-03T13:52:00Z,2025-08-03T17:13:00Z,76,ERJ-175,Express,40,43,34,2025-08-03 13:55:00+00:00,2025-08-03 13:52:00+00:00,-3.0,6,53.89904581236669,Medium,108
G7,4425,2025-08-09,ORD,GRR,2025-08-09T14:00:00Z,2025-08-09T16:04:00Z,2025-08-09T13:54:00Z,2025-08-09T15:50:00Z,50,CRJ-550,Express,175,192,29,2025-08-09 14:00:00+00:00,2025-08-09 13:54:00+00:00,-6.0,146,38.96316736553605,Easy,440
OO,5624,2025-08-11,ORD,LEX,2025-08-11T17:50:00Z,2025-08-11T20:21:00Z,2025-08-11T17:51:00Z,2025-08-11T20:17:00Z,76,ERJ-175,Express,41,65,34,2025-08-11 17:50:00+00:00,2025-08-11 17:51:00+00:00,1.0,7,55.77973665946031,Difficult,47
UA,356,2025-08-02,ORD,ATL,2025-08-02T14:40:00Z,2025-08-02T17:49:00Z,2025-08-02T14:42:00Z,2025-08-02T17:43:00Z,126,A319-100,Mainline,1109,1108,43,2025-08-02 14:40:00+00:00,2025-08-02 14:42:00+00:00,2.0,1066,24.58160429264901,Easy,480
OO,5810,2025-08-11,ORD,PIA,2025-08-11T20:20:00Z,2025-08-11T21:32:00Z,2025-08-11T21:26:00Z,2025-08-11T23:20:00Z,50,CRJ-200,Express,90,51,29,2025-08-11 20:20:00+00:00,2025-08-11 21:26:00+00:00,66.0,61,49.41890461201425,Easy,291
OO,5984,2025-08-09,ORD,BIL,2025-08-09T09:20:00Z,2025-08-09T11:36:00Z,2025-08-09T09:13:00Z,2025-08-09T11:23:00Z,76,ERJ-175,Express,800,798,34,2025-08-09 09:20:00+00:00,2025-08-09 09:13:00+00:00,-7.0,766,28.813434535047666,Easy,462
UA,374,2025-08-11,ORD,MSP,2025-08-11T16:10:00Z,2025-08-11T17:49:00Z,2025-08-11T16:14:00Z,2025-08-11T17:38:00Z,126,A319-100,Mainline,75,106,43,2025-08-11 16:10:00+00:00,2025-08-11 16:14:00+00:00,4.0,32,49.90666130394486,Easy,272
UA,3,2025-08-14,ORD,ZRH,2025-08-14T15:55:00Z,2025-08-15T07:45:00Z,2025-08-14T15:52:00Z,2025-08-15T07:36:00Z,167,B767-300,Mainline,1545,1577,145,2025-08-14 15:55:00+00:00,2025-08-14 15:52:00+00:00,-3.0,1400,27.826482304913597,Easy,504
UA,1538,2025-08-04,ORD,SAV,2025-08-04T11:05:00Z,2025-08-04T14:34:00Z,2025-08-04T10:56:00Z,2025-08-04T14:21:00Z,179,B737-900,Mainline,103,115,56,2025-08-04 11:05:00+00:00,2025-08-04 10:56:00+00:00,-9.0,47,44.89473033253819,Easy,428
UA,1708,2025-08-07,ORD,CLE,2025-08-07T19:35:00Z,2025-08-07T22:00:00Z,2025-08-07T19:38:00Z,2025-08-07T21:54:00Z,126,B737-700,Mainline,78,65,43,2025-08-07 19:35:00+00:00,2025-08-07 19:38:00+00:00,3.0,35,46.897391235024706,Easy,367
G7,4452,2025-08-14,ORD,RIC,2025-08-14T10:50:00Z,2025-08-14T13:57:00Z,2025-08-14T15:04:00Z,2025-08-14T18:02:00Z,50,CRJ-550,Express,1080,1337,29,2025-08-14 10:50:00+00:00,2025-08-14 15:04:00+00:00,254.0,1051,19.529352208555398,Easy,543
UA,791,2025-08-15,ORD,DEN,2025-08-15T07:10:00Z,2025-08-15T08:58:00Z,2025-08-15T08:10:00Z,2025-08-15T09:31:00Z,200,A321-2NX,Mainline,-28,51,62,2025-08-15 07:10:00+00:00,2025-08-15 08:10:00+00:00,60.0,-90,51.876585160434004,Medium,187
UA,2251,2025-08-05,ORD,PIT,2025-08-05T10:35:00Z,2025-08-05T13:14:00Z,2025-08-05T10:42:00Z,2025-08-05T13:23:00Z,126,A319-100,Mainline,57,68,43,2025-08-05 10:35:00+00:00,2025-08-05 10:42:00+00:00,7.0,14,46.04809096914207,Easy,356
YX,3668,2025-08-12,ORD,IND,2025-08-12T08:45:00Z,2025-08-12T11:04:00Z,2025-08-12T08:41:00Z,2025-08-12T10:44:00Z,76,ERJ-175,Express,931,964,70,2025-08-12 08:45:00+00:00,2025-08-12 08:41:00+00:00,-4.0,861,18.69546336080557,Easy,448
UA,2254,2025-08-13,ORD,PDX,2025-08-13T09:10:00Z,2025-08-13T11:43:00Z,2025-08-13T09:15:00Z,2025-08-13T11:29:00Z,200,A321-2NX,Mainline,765,741,62,2025-08-13 09:10:00+00:00,2025-08-13 09:15:00+00:00,5.0,703,27.473201067676754,Easy,468
UA,422,2025-08-10,ORD,ATH,2025-08-10T16:15:00Z,2025-08-11T10:30:00Z,2025-08-10T16:20:00Z,2025-08-11T10:41:00Z,318,B787-10,Mainline,185,225,155,2025-08-10 16:15:00+00:00,2025-08-10 16:20:00+00:00,5.0,30,53.075702580286546,Medium,123
UA,2440,2025-08-13,ORD,LAS,2025-08-13T13:02:00Z,2025-08-13T15:03:00Z,2025-08-13T13:02:00Z,2025-08-13T14:44:00Z,179,B737-MAX9,Mainline,67,47,64,2025-08-13 13:02:00+00:00,2025-08-13 13:02:00+00:00,0.0,3,44.61993256925642,Easy,388
UA,721,2025-08-11,ORD,BOS,2025-08-11T09:15:00Z,2025-08-11T12:50:00Z,2025-08-11T09:09:00Z,2025-08-11T12:59:00Z,179,B737-MAX9,Mainline,80,76,56,2025-08-11 09:15:00+00:00,2025-08-11 09:09:00+00:00,-6.0,24,48.18833689133549,Easy,338
UA,2202,2025-08-08,ORD,IAH,2025-08-08T18:25:00Z,2025-08-08T21:21:00Z,2025-08-08T18:25:00Z,2025-08-08T21:05:00Z,179,B737-900,Mainline,80,83,56,2025-08-08 18:25:00+00:00,2025-08-08 18:25:00+00:00,0.0,24,49.7838701731878,Easy,288
UA,1564,2025-08-09,ORD,MSP,2025-08-09T20:05:00Z,2025-08-09T21:43:00Z,2025-08-09T20:23:00Z,2025-08-09T22:22:00Z,166,B737-800,Mainline,68,70,60,2025-08-09 20:05:00+00:00,2025-08-09 20:23:00+00:00,18.0,8,59.67991451179806,Difficult,27
UA,1660,2025-08-15,ORD,SFO,2025-08-15T16:50:00Z,2025-08-15T19:36:00Z,2025-08-15T16:53:00Z,2025-08-15T20:00:00Z,234,B757-300,Mainline,118,118,66,2025-08-15 16:50:00+00:00,2025-08-15 16:53:00+00:00,3.0,52,47.50740468594436,Easy,379
OO,5763,2025-08-06,ORD,TUL,2025-08-06T12:45:00Z,2025-08-06T14:49:00Z,2025-08-06T12:50:00Z,2025-08-06T14:51:00Z,76,ERJ-175,Express,40,65,34,2025-08-06 12:45:00+00:00,2025-08-06 12:50:00+00:00,5.0,6,50.39280072229466,Easy,194
G7,4186,2025-08-03,ORD,MLI,2025-08-03T20:20:00Z,2025-08-03T21:37:00Z,2025-08-03T20:15:00Z,2025-08-03T21:30:00Z,50,CRJ-550,Express,85,78,29,2025-08-03 20:20:00+00:00,2025-08-03 20:15:00+00:00,-5.0,56,53.340712867069286,Medium,124
UA,1209,2025-08-12,ORD,EWR,2025-08-12T21:25:00Z,2025-08-13T00:46:00Z,2025-08-13T00:20:00Z,2025-08-13T03:16:00Z,179,B737-900,Mainline,165,114,56,2025-08-12 21:25:00+00:00,2025-08-13 00:20:00+00:00,175.0,109,37.31951008106836,Easy,359
UA,2254,2025-08-09,ORD,PDX,2025-08-09T09:10:00Z,2025-08-09T11:43:00Z,2025-08-09T09:05:00Z,2025-08-09T12:01:00Z,200,A321-2NX,Mainline,81,105,62,2025-08-09 09:10:00+00:00,2025-08-09 09:05:00+00:00,-5.0,19,54.708073103989626,Medium,127
UA,2414,2025-08-10,ORD,BNA,2025-08-10T10:43:00Z,2025-08-10T12:28:00Z,2025-08-10T10:40:00Z,2025-08-10T12:08:00Z,166,B737-MAX8,Mainline,60,76,51,2025-08-10 10:43:00+00:00,2025-08-10 10:40:00+00:00,-3.0,9,52.885031297791066,Medium,129
YX,3569,2025-08-10,ORD,ALB,2025-08-10T08:45:00Z,2025-08-10T12:09:00Z,2025-08-10T08:41:00Z,2025-08-10T11:38:00Z,76,ERJ-175,Express,50,60,39,2025-08-10 08:45:00+00:00,2025-08-10 08:41:00+00:00,-4.0,11,56.27947317104006,Difficult,52
OO,4638,2025-08-01,ORD,COS,2025-08-01T19:40:00Z,2025-08-01T21:44:00Z,2025-08-01T19:42:00Z,2025-08-01T21:26:00Z,76,ERJ-175,Express,50,63,34,2025-08-01 19:40:00+00:00,2025-08-01 19:42:00+00:00,2.0,16,53.44645116531308,Medium,160
OO,5608,2025-08-02,ORD,GRB,2025-08-02T11:10:00Z,2025-08-02T12:23:00Z,2025-08-02T11:05:00Z,2025-08-02T12:30:00Z,50,CRJ-200,Express,90,82,29,2025-08-02 11:10:00+00:00,2025-08-02 11:05:00+00:00,-5.0,61,50.83438896749898,Easy,304
UA,1156,2025-08-01,ORD,MSY,2025-08-01T19:55:00Z,2025-08-01T22:25:00Z,2025-08-01T22:07:00Z,2025-08-02T00:31:00Z,179,B737-900,Mainline,75,154,56,2025-08-01 19:55:00+00:00,2025-08-01 22:07:00+00:00,132.0,19,55.92050669844277,Difficult,64
OO,5274,2025-08-06,ORD,SBN,2025-08-06T21:30:00Z,2025-08-06T23:30:00Z,2025-08-06T23:36:00Z,2025-08-07T01:18:00Z,50,CRJ-550,Express,271,408,29,2025-08-06 21:30:00+00:00,2025-08-06 23:36:00+00:00,126.0,242,32.67013980241086,Easy,435
OO,5026,2025-08-09,ORD,JST,2025-08-09T21:05:00Z,2025-08-09T23:55:00Z,2025-08-09T20:57:00Z,2025-08-09T23:39:00Z,50,CRJ-200,Express,165,110,29,2025-08-09 21:05:00+00:00,2025-08-09 20:57:00+00:00,-8.0,136,33.45098759330946,Easy,452
UA,2195,2025-08-03,ORD,BDL,2025-08-03T11:06:00Z,2025-08-03T14:24:00Z,2025-08-03T11:49:00Z,2025-08-03T15:00:00Z,166,B737-800,Mainline,71,112,60,2025-08-03 11:06:00+00:00,2025-08-03 11:49:00+00:00,43.0,11,50.723810356701804,Easy,236
OO,4712,2025-08-01,ORD,ELP,2025-08-01T19:50:00Z,2025-08-01T22:23:00Z,2025-08-01T20:21:00Z,2025-08-01T23:00:00Z,76,ERJ-175,Express,75,58,34,2025-08-01 19:50:00+00:00,2025-08-01 20:21:00+00:00,31.0,41,53.649503427006536,Medium,155
UA,399,2025-08-14,ORD,BOS,2025-08-14T11:05:00Z,2025-08-14T14:42:00Z,2025-08-14T11:05:00Z,2025-08-14T14:47:00Z,166,B737-MAX8,Mainline,70,74,51,2025-08-14 11:05:00+00:00,2025-08-14 11:05:00+00:00,0.0,19,50.31388074665794,Easy,261
UA,275,2025-08-11,ORD,RAP,2025-08-11T08:45:00Z,2025-08-11T10:20:00Z,2025-08-11T08:47:00Z,2025-08-11T10:08:00Z,150,A320-200,Mainline,64,66,46,2025-08-11 08:45:00+00:00,2025-08-11 08:47:00+00:00,2.0,18,52.40128563853326,Medium,162
OO,5229,2025-08-12,ORD,ILM,2025-08-12T11:59:00Z,2025-08-12T15:24:00Z,2025-08-12T11:54:00Z,2025-08-12T15:25:00Z,76,ERJ-175,Express,47,51,34,2025-08-12 11:59:00+00:00,2025-08-12 11:54:00+00:00,-5.0,13,46.134846528205955,Easy,273
OO,5852,2025-08-11,ORD,HSV,2025-08-11T10:46:00Z,2025-08-11T12:37:00Z,2025-08-11T10:43:00Z,2025-08-11T12:41:00Z,76,ERJ-175,Express,75,51,39,2025-08-11 10:46:00+00:00,2025-08-11 10:43:00+00:00,-3.0,36,49.0435208539663,Easy,308
UA,791,2025-08-10,ORD,DEN,2025-08-10T07:10:00Z,2025-08-10T08:58:00Z,2025-08-10T07:22:00Z,2025-08-10T09:30:00Z,200,A321-2NX,Mainline,112,84,68,2025-08-10 07:10:00+00:00,2025-08-10 07:22:00+00:00,12.0,44,43.01064233504839,Easy,438
OO,4636,2025-08-03,ORD,SBN,2025-08-03T17:50:00Z,2025-08-03T19:48:00Z,2025-08-03T17:55:00Z,2025-08-03T19:59:00Z,50,CRJ-550,Express,59,70,29,2025-08-03 17:50:00+00:00,2025-08-03 17:55:00+00:00,5.0,30,50.94602634460518,Easy,229
OO,5272,2025-08-12,ORD,MSN,2025-08-12T10:35:00Z,2025-08-12T11:43:00Z,2025-08-12T11:32:00Z,2025-08-12T12:20:00Z,50,CRJ-550,Express,1112,1156,29,2025-08-12 10:35:00+00:00,2025-08-12 11:32:00+00:00,57.0,1083,25.313720470079147,Easy,407
OO,5215,2025-08-14,ORD,LNK,2025-08-14T09:06:00Z,2025-08-14T11:05:00Z,2025-08-14T08:57:00Z,2025-08-14T10:56:00Z,50,CRJ-200,Express,74,54,29,2025-08-14 09:06:00+00:00,2025-08-14 08:57:00+00:00,-9.0,45,44.519666383897466,Easy,435
YX,3707,2025-08-15,ORD,IND,2025-08-15T19:35:00Z,2025-08-15T21:50:00Z,2025-08-15T19:40:00Z,2025-08-15T22:38:00Z,76,ERJ-175,Express,42,70,39,2025-08-15 19:35:00+00:00,2025-08-15 19:40:00+00:00,5.0,3,50.10773572721604,Easy,274
OO,4645,2025-08-06,ORD,FWA,2025-08-06T11:05:00Z,2025-08-06T13:17:00Z,2025-08-06T11:07:00Z,2025-08-06T13:04:00Z,50,CRJ-200,Express,998,975,29,2025-08-06 11:05:00+00:00,2025-08-06 11:07:00+00:00,2.0,969,24.838393745667915,Easy,452
OO,4780,2025-08-02,ORD,CAK,2025-08-02T11:00:00Z,2025-08-02T13:34:00Z,2025-08-02T10:56:00Z,2025-08-02T13:30:00Z,50,CRJ-550,Express,80,28,29,2025-08-02 11:00:00+00:00,2025-08-02 10:56:00+00:00,-4.0,51,50.46729629202632,Easy,315
OO,5821,2025-08-03,ORD,MKE,2025-08-03T08:54:00Z,2025-08-03T10:02:00Z,2025-08-03T08:47:00Z,2025-08-03T09:37:00Z,50,CRJ-200,Express,59,58,29,2025-08-03 08:54:00+00:00,2025-08-03 08:47:00+00:00,-7.0,30,53.1349111754432,Medium,131
UA,476,2025-08-01,ORD,CVG,2025-08-01T10:53:00Z,2025-08-01T13:14:00Z,2025-08-01T10:53:00Z,2025-08-01T13:27:00Z,126,A319-100,Mainline,64,64,43,2025-08-01 10:53:00+00:00,2025-08-01 10:53:00+00:00,0.0,21,50.610400274549484,Easy,282
UA,2649,2025-08-04,ORD,EWR,2025-08-04T14:27:00Z,2025-08-04T18:01:00Z,2025-08-04T14:23:00Z,2025-08-04T17:52:00Z,176,B757-200,Mainline,162,141,64,2025-08-04 14:27:00+00:00,2025-08-04 14:23:00+00:00,-4.0,98,39.62419720811541,Easy,475
UA,1617,2025-08-02,ORD,PHL,2025-08-02T14:20:00Z,2025-08-02T17:36:00Z,2025-08-02T14:28:00Z,2025-08-02T17:31:00Z,126,A319-100,Mainline,65,80,43,2025-08-02 14:20:00+00:00,2025-08-02 14:28:00+00:00,8.0,22,51.159254509379394,Easy,290
YX,3694,2025-08-14,ORD,ROC,2025-08-14T10:45:00Z,2025-08-14T13:40:00Z,2025-08-14T10:53:00Z,2025-08-14T13:52:00Z,76,ERJ-175,Express,70,100,34,2025-08-14 10:45:00+00:00,2025-08-14 10:53:00+00:00,8.0,36,49.021458493082,Easy,319
UA,2665,2025-08-03,ORD,IAH,2025-08-03T21:07:00Z,2025-08-03T23:57:00Z,2025-08-03T21:23:00Z,2025-08-03T23:50:00Z,179,B737-MAX9,Mainline,72,74,56,2025-08-03 21:07:00+00:00,2025-08-03 21:23:00+00:00,16.0,16,47.98950737260002,Easy,355
UA,1996,2025-08-06,ORD,SJU,2025-08-06T08:49:00Z,2025-08-06T14:44:00Z,2025-08-06T08:43:00Z,2025-08-06T14:59:00Z,200,A321-2NX,Mainline,499,513,62,2025-08-06 08:49:00+00:00,2025-08-06 08:43:00+00:00,-6.0,437,26.894734076314393,Easy,447
UA,2067,2025-08-14,ORD,BOS,2025-08-14T07:30:00Z,2025-08-14T10:57:00Z,2025-08-14T08:54:00Z,2025-08-14T12:14:00Z,166,B737-800,Mainline,1,73,51,2025-08-14 07:30:00+00:00,2025-08-14 08:54:00+00:00,84.0,-50,55.92269018305591,Difficult,87
UA,587,2025-08-08,ORD,YUL,2025-08-08T14:07:00Z,2025-08-08T17:26:00Z,2025-08-08T14:05:00Z,2025-08-08T17:16:00Z,166,B737-MAX8,Mainline,61,56,65,2025-08-08 14:07:00+00:00,2025-08-08 14:05:00+00:00,-2.0,-4,53.81015109161474,Medium,110
UA,482,2025-08-04,ORD,CHS,2025-08-04T07:00:00Z,2025-08-04T10:23:00Z,2025-08-04T07:02:00Z,2025-08-04T10:26:00Z,166,B737-MAX8,Mainline,63,95,57,2025-08-04 07:00:00+00:00,2025-08-04 07:02:00+00:00,2.0,6,49.21198566640564,Easy,268
G7,4549,2025-08-01,ORD,MLI,2025-08-01T14:00:00Z,2025-08-01T15:07:00Z,2025-08-01T13:54:00Z,2025-08-01T14:51:00Z,50,CRJ-550,Express,115,105,29,2025-08-01 14:00:00+00:00,2025-08-01 13:54:00+00:00,-6.0,86,51.093791591595384,Easy,262
UA,1006,2025-08-14,ORD,LGA,2025-08-14T18:00:00Z,2025-08-14T21:20:00Z,2025-08-14T18:06:00Z,2025-08-14T21:33:00Z,166,B737-800,Mainline,64,63,51,2025-08-14 18:00:00+00:00,2025-08-14 18:06:00+00:00,6.0,13,47.79033954991738,Easy,364
YX,3464,2025-08-11,ORD,PIT,2025-08-11T21:15:00Z,2025-08-11T23:58:00Z,2025-08-11T21:14:00Z,2025-08-11T23:56:00Z,76,ERJ-175,Express,164,165,34,2025-08-11 21:15:00+00:00,2025-08-11 21:14:00+00:00,-1.0,130,42.00808536665999,Easy,472
UA,1124,2025-08-12,ORD,IAH,2025-08-12T16:07:00Z,2025-08-12T19:05:00Z,2025-08-12T16:59:00Z,2025-08-12T21:09:00Z,179,B737-900,Mainline,72,71,56,2025-08-12 16:07:00+00:00,2025-08-12 16:59:00+00:00,52.0,16,54.99679526119722,Medium,51
UA,1920,2025-08-14,ORD,LAS,2025-08-14T15:41:00Z,2025-08-14T17:41:00Z,2025-08-14T15:48:00Z,2025-08-14T17:42:00Z,179,B737-900,Mainline,67,52,56,2025-08-14 15:41:00+00:00,2025-08-14 15:48:00+00:00,7.0,11,51.53222269258204,Medium,215
UA,467,2025-08-15,ORD,CMH,2025-08-15T14:21:00Z,2025-08-15T16:52:00Z,2025-08-15T14:16:00Z,2025-08-15T16:47:00Z,126,A319-100,Mainline,66,49,43,2025-08-15 14:21:00+00:00,2025-08-15 14:16:00+00:00,-5.0,23,55.14680355126351,Difficult,89
UA,2179,2025-08-06,ORD,SFO,2025-08-06T18:20:00Z,2025-08-06T21:09:00Z,2025-08-06T22:02:00Z,2025-08-07T00:27:00Z,234,B757-300,Mainline,75,266,66,2025-08-06 18:20:00+00:00,2025-08-06 22:02:00+00:00,222.0,9,47.653031559600585,Easy,305
UA,2067,2025-08-09,ORD,BOS,2025-08-09T07:30:00Z,2025-08-09T10:57:00Z,2025-08-09T07:24:00Z,2025-08-09T10:53:00Z,179,B737-MAX9,Mainline,740,716,56,2025-08-09 07:30:00+00:00,2025-08-09 07:24:00+00:00,-6.0,684,18.619839250016497,Easy,511
OO,5748,2025-08-03,ORD,YWG,2025-08-03T13:02:00Z,2025-08-03T15:31:00Z,2025-08-03T13:12:00Z,2025-08-03T15:30:00Z,76,ERJ-175,Express,106,40,42,2025-08-03 13:02:00+00:00,2025-08-03 13:12:00+00:00,10.0,64,45.37555266085009,Easy,415
OO,5234,2025-08-06,ORD,MKE,2025-08-06T10:35:00Z,2025-08-06T11:35:00Z,2025-08-06T10:32:00Z,2025-08-06T11:23:00Z,50,CRJ-550,Express,47,37,29,2025-08-06 10:35:00+00:00,2025-08-06 10:32:00+00:00,-3.0,18,49.52301053257687,Easy,227
UA,2635,2025-08-01,ORD,CLT,2025-08-01T19:13:00Z,2025-08-01T17:18:00Z,2025-08-01T19:13:00Z,2025-08-01T20:25:00Z,126,B737-700,Mainline,20,1,43,2025-08-01 19:13:00+00:00,2025-08-01 19:13:00+00:00,0.0,-23,52.63063587007496,Medium,206
UA,445,2025-08-01,ORD,ANC,2025-08-01T15:50:00Z,2025-08-01T19:35:00Z,2025-08-01T15:46:00Z,2025-08-01T18:56:00Z,179,B737-MAX9,Mainline,68,73,56,2025-08-01 15:50:00+00:00,2025-08-01 15:46:00+00:00,-4.0,12,58.069023403166796,Difficult,19
G7,4491,2025-08-10,ORD,CAE,2025-08-10T18:30:00Z,2025-08-10T21:45:00Z,2025-08-10T19:41:00Z,2025-08-10T22:37:00Z,50,CRJ-550,Express,80,43,29,2025-08-10 18:30:00+00:00,2025-08-10 19:41:00+00:00,71.0,51,46.37452969187545,Easy,395
G7,4416,2025-08-09,ORD,STL,2025-08-09T18:05:00Z,2025-08-09T19:31:00Z,2025-08-09T18:12:00Z,2025-08-09T19:25:00Z,50,CRJ-550,Express,65,32,29,2025-08-09 18:05:00+00:00,2025-08-09 18:12:00+00:00,7.0,36,58.83561191257859,Difficult,43
UA,416,2025-08-12,ORD,MXP,2025-08-12T21:35:00Z,2025-08-13T13:20:00Z,2025-08-12T22:23:00Z,2025-08-13T14:48:00Z,243,B787-8,Mainline,455,479,150,2025-08-12 21:35:00+00:00,2025-08-12 22:23:00+00:00,48.0,305,23.826899945820706,Easy,421
UA,2691,2025-08-04,ORD,EWR,2025-08-04T08:47:00Z,2025-08-04T12:11:00Z,2025-08-04T08:44:00Z,2025-08-04T11:47:00Z,179,B737-MAX9,Mainline,497,504,56,2025-08-04 08:47:00+00:00,2025-08-04 08:44:00+00:00,-3.0,441,16.394902658473686,Easy,551
UA,2658,2025-08-10,ORD,SMF,2025-08-10T16:00:00Z,2025-08-10T18:35:00Z,2025-08-10T16:08:00Z,2025-08-10T18:42:00Z,150,A320-200,Mainline,104,108,46,2025-08-10 16:00:00+00:00,2025-08-10 16:08:00+00:00,8.0,58,46.646008674181935,Easy,384
G7,4491,2025-08-12,ORD,CAE,2025-08-12T18:30:00Z,2025-08-12T21:45:00Z,2025-08-13T09:21:00Z,2025-08-13T12:27:00Z,50,CRJ-550,Express,85,765,29,2025-08-12 18:30:00+00:00,2025-08-13 09:21:00+00:00,891.0,56,49.063522347666705,Easy,188
UA,909,2025-08-11,ORD,AMS,2025-08-11T18:15:00Z,2025-08-12T09:20:00Z,2025-08-11T18:17:00Z,2025-08-12T09:12:00Z,243,B787-8,Mainline,1268,1216,95,2025-08-11 18:15:00+00:00,2025-08-11 18:17:00+00:00,2.0,1173,26.277843983705456,Easy,510
OO,5637,2025-08-01,ORD,GRB,2025-08-01T18:05:00Z,2025-08-01T19:18:00Z,2025-08-01T18:13:00Z,2025-08-01T19:20:00Z,50,CRJ-200,Express,55,37,29,2025-08-01 18:05:00+00:00,2025-08-01 18:13:00+00:00,8.0,26,55.80581805043442,Difficult,66
UA,1823,2025-08-12,ORD,IAH,2025-08-12T07:10:00Z,2025-08-12T10:04:00Z,2025-08-12T07:08:00Z,2025-08-12T10:17:00Z,200,A321-2NX,Mainline,139,130,68,2025-08-12 07:10:00+00:00,2025-08-12 07:08:00+00:00,-2.0,71,44.181367323736524,Easy,303
G7,4529,2025-08-08,ORD,SGF,2025-08-08T08:55:00Z,2025-08-08T10:48:00Z,2025-08-08T08:49:00Z,2025-08-08T10:20:00Z,50,CRJ-550,Express,50,64,29,2025-08-08 08:55:00+00:00,2025-08-08 08:49:00+00:00,-6.0,21,56.32196519411351,Difficult,46
OO,5251,2025-08-07,ORD,ASE,2025-08-07T19:35:00Z,2025-08-07T21:44:00Z,2025-08-07T20:16:00Z,2025-08-07T22:06:00Z,70,ERJ-175,Express,68,46,34,2025-08-07 19:35:00+00:00,2025-08-07 20:16:00+00:00,41.0,34,46.97992606506763,Easy,364
OO,5099,2025-08-02,ORD,CIU,2025-08-02T12:40:00Z,2025-08-02T15:08:00Z,2025-08-02T12:35:00Z,2025-08-02T14:54:00Z,50,CRJ-200,Express,181,179,29,2025-08-02 12:40:00+00:00,2025-08-02 12:35:00+00:00,-5.0,152,40.2080528693371,Easy,438
UA,1041,2025-08-08,ORD,GRR,2025-08-08T15:35:00Z,2025-08-08T17:41:00Z,2025-08-08T15:52:00Z,2025-08-08T17:39:00Z,126,A319-100,Mainline,52,79,43,2025-08-08 15:35:00+00:00,2025-08-08 15:52:00+00:00,17.0,9,55.00424421043946,Medium,76
UA,1525,2025-08-15,ORD,AUS,2025-08-15T13:40:00Z,2025-08-15T16:30:00Z,2025-08-15T13:41:00Z,2025-08-15T16:31:00Z,126,A319-100,Mainline,79,99,43,2025-08-15 13:40:00+00:00,2025-08-15 13:41:00+00:00,1.0,36,46.94329358556277,Easy,394
UA,1879,2025-08-02,ORD,SJD,2025-08-02T08:45:00Z,2025-08-02T11:28:00Z,2025-08-02T08:40:00Z,2025-08-02T10:50:00Z,166,B737-800,Mainline,535,547,65,2025-08-02 08:45:00+00:00,2025-08-02 08:40:00+00:00,-5.0,470,21.137783692478827,Easy,502
OO,5360,2025-08-12,ORD,MBS,2025-08-12T13:55:00Z,2025-08-12T16:10:00Z,2025-08-12T14:00:00Z,2025-08-12T16:36:00Z,50,CRJ-550,Express,40,28,29,2025-08-12 13:55:00+00:00,2025-08-12 14:00:00+00:00,5.0,11,48.96396832639927,Easy,191
OO,5536,2025-08-01,ORD,SAT,2025-08-01T13:30:00Z,2025-08-01T16:38:00Z,2025-08-01T13:29:00Z,2025-08-01T16:19:00Z,76,ERJ-175,Express,1134,1114,34,2025-08-01 13:30:00+00:00,2025-08-01 13:29:00+00:00,-1.0,1100,23.058774744898603,Easy,524
G7,4613,2025-08-09,ORD,STL,2025-08-09T09:05:00Z,2025-08-09T10:40:00Z,2025-08-09T09:01:00Z,2025-08-09T10:13:00Z,50,CRJ-550,Express,68,69,29,2025-08-09 09:05:00+00:00,2025-08-09 09:01:00+00:00,-4.0,39,57.301859385560846,Difficult,65
G7,4518,2025-08-03,ORD,STL,2025-08-03T16:47:00Z,2025-08-03T18:07:00Z,2025-08-03T16:46:00Z,2025-08-03T18:00:00Z,50,CRJ-550,Express,112,117,29,2025-08-03 16:47:00+00:00,2025-08-03 16:46:00+00:00,-1.0,83,52.179206000570474,Medium,174
